Location,Nestbox,Species,Year,Male.Wing.Chord,Male.Tarsus,Male.Bill,Male.Weight,Male.BillHead,Male.ID,Female.Wing.Chord,Female.Tarsus,Female.Bill,Female.Weight,Female.BillHead,Female.ID,Wing_Difference,Tarsus_Difference,Bill_Difference,Weight_Difference,Wing_Difference_Category,BillHead_Difference,Egg_Number,Nestling_Number,Avg_Nestling_Weight,Egg_Nestling_Diff,Pair.ID,Avg.Wing,Avg.Tarsus,Avg.Weight,Avg.Nestling.Wing,Avg.Nestling.Tarsus,MaleBander,FemaleBander,Elevation,Male_SMI,Female_SMI,male.logwing,female.logwing,male.logmass,female.logmass,First.Egg,Provisioning,Group
SGR,SGR-222,MOCH,2021,67,19.8,8.5,11,29.7,291053989,65,20.8,9,11,29.6,291053989,2,-1,-0.5,0,Slightly,0.1,6,6,9.14,0,291053989-291053989,66,20.3,11,26.16666667,19.18333333,ANT,ANT,2514.6,11.08105421,11.29119376,4.204692619,4.17438727,2.397895273,2.397895273,146,27,SGRU
SGR,SGR-234,MOCH,2021,68,20.4,8.5,11.5,30,POX12021,67,20.3,9.7,11.5,30.8,291053988,1,0.1,-1.2,0,Slightly,-0.8,7,7,10.81,0,POX12021-291053988,67.5,20.35,11.5,30,20.27142857,MEL,ANT,2514.6,11.4788328,11.5847385,4.219507705,4.204692619,2.442347035,2.442347035,146,13,SGRU
BLD,BLD-276,BCCH,2021,63,19.8,8,13,28.2,213017475,60,17.2,7.5,11.5,26.6,213017447,3,2.6,0.5,1.5,Slightly,1.6,6,6,9.23,0,213017475-213017447,61.5,18.5,12.25,32.25,16.525,ANT,ANT,1645.92,13.3297624,12.14165739,4.143134726,4.094344562,2.564949357,2.442347035,122,25,MRS
BLD,BLD-281,BCCH,2021,67,17.8,7.8,11,27.3,213017453,63,NA,7.7,10,26.8,213017479,4,17.8,0.1,1,Much,0.5,6,2,11.5,4,213017453-213017479,65,8.9,10.5,39,17.65,ANT,ANT,1645.92,10.87043597,10.25366338,4.204692619,4.143134726,2.397895273,2.302585093,125,18,BLDN
BLD,BLD-289,BCCH,2021,68,19,7.6,12,27.8,291053902,63,18.1,7.5,12,27.2,213017448,5,0.9,0.1,0,Much,0.6,6,4,9.48,2,291053902-213017448,65.5,18.55,12,32.5,17.6,ANT,ANT,1645.92,11.75381507,12.30439606,4.219507705,4.143134726,2.48490665,2.48490665,130,14,BLDN
BLD,BLD-321,BCCH,2021,69,17.1,7.7,10.5,28.1,213017452,63,17.7,7.5,12.5,28.9,213017451,6,-0.6,0.2,-2,Much,-0.8,4,3,8.97,1,213017452-213017451,66,17.4,11.5,33.66666667,19.33333333,ANT,ANT,1670.304,10.19498381,12.81707923,4.234106505,4.143134726,2.351375257,2.525728644,134,5,BLDN
BLD,BLD-333,BCCH,2021,62,20.3,8,12.5,28.4,213017497,62,18.2,8.2,12,28.2,213017455,0,2.1,-0.2,0.5,Same,0.2,5,2,9.2,3,213017497-213017455,62,19.25,12.25,28,18.35,ANT,ANT,1630.68,12.94059618,12.42297234,4.127134385,4.127134385,2.525728644,2.48490665,133,14,BLDM
BLD,BLD-349 ,BCCH,2021,68,19,7.5,10.5,27.6,213017457,62,18.8,8.2,12.5,28.1,213017456,6,0.2,-0.7,-2,Much,-0.5,6,5,10.56,1,213017457-213017456,65,18.9,11.5,33,19.6,ANT,ANT,1615.44,10.28458818,12.94059618,4.219507705,4.127134385,2.351375257,2.525728644,130,18,BLDN
BLD,BLD-365 ,BCCH,2021,67,18.4,7.4,10.5,28.2,291053914,65,17.3,8.2,10,27.7,291053915,2,1.1,-0.8,0.5,Slightly,0.5,5,5,11.13,0,291053914-291053915,66,17.85,10.25,36.5,19.22,ANT,ANT,1699.26,10.37632525,10.06336858,4.204692619,4.17438727,2.351375257,2.302585093,134,16,BLDM
MRS,MRS-089,BCCH,2021,65,18.1,8,11.5,27.9,291054251,67,19.9,8.1,11.5,27.8,291054250,-2,-1.8,-0.1,0,Female,0.1,5,5,11.3,0,291054251-291054250,66,19,11.5,35.8,19.46,ANT,ANT,2895.6,11.57287387,11.3645467,4.17438727,4.204692619,2.442347035,2.442347035,167,,MRS
SGR,SGR-169,MOCH,2022,68,17.4,7.9,11,27.8,291054121,66,18.9,8.5,11,29,291054122,2,-1.5,-0.6,0,Slightly,-1.2,5,4,9.63,1,291054121-291054122,67,18.15,11,28.25,17.675,WCA,WCA,2529.84,10.97975311,11.18483455,4.219507705,4.189654742,2.397895273,2.397895273,135,,SGRU
SGR,SGR-186,MOCH,2022,69,18.1,9.1,13,29.4,291054027,66,18.2,9.7,12,30.8,209037446,3,-0.1,-0.6,1,Much,-1.4,9,8,9.81,1,291054027-209037446,67.5,18.15,12.5,25.375,17.0625,MEL,MEL,2468.88,12.85917082,12.20163769,4.234106505,4.189654742,2.564949357,2.48490665,136,,SGRU
SGR,SGR-200,MOCH,2022,69,18.4,9.6,12,29.9,291054132,65,18.5,8.9,11,28.6,291054131,4,-0.1,0.7,1,Slightly,1.3,5,5,9.6,0,291054132-291054131,67,18.45,11.5,23.4,16.3,ONT,NCA,2491.74,11.87000384,11.29119376,4.234106505,4.17438727,2.48490665,2.397895273,139,,SGRU
SGR,SGR-171,MOCH,2022,68,18.5,9.1,10.5,29.2,297010637,67,19.3,9.2,11,29.8,297010636,1,-0.8,-0.1,-0.5,Slightly,-0.6,6,5,8.8,1,297010637-297010636,67.5,18.9,10.75,27.8,16.94,MEL,MEL,2522.22,10.48067343,11.08105421,4.219507705,4.204692619,2.351375257,2.397895273,136,,SGRU
SGR,SGR-189,MOCH,2022,70,19.4,9.1,12,30.4,297010638,66,18.4,9.5,10.5,29.6,297010639,4,1,-0.4,1.5,Much,0.8,4,4,11.13,0,297010638-297010639,68,18.9,11.25,30.75,18.4,MEL,MEL,2468.88,11.76459919,10.67643298,4.248495242,4.189654742,2.48490665,2.351375257,136,,SGRU
